CAIN457A,CAIN457A2302,Clinical Data,Staged Data,PHYPADA,PHYPADA,N,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=PHYPADA/PI_STUDY=CAIN457A2302/PI_PROJECT=CAIN457A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,Z4,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CAIN457A,CAIN457A2302,Clinical Data,Staged Data,PTPADA,PTPADA,N,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=PTPADA/PI_STUDY=CAIN457A2302/PI_PROJECT=CAIN457A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,Z2,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CAIN457A,CAIN457A2302,Clinical Data,Staged Data,PTPAP,PTPAP,N,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=PTPAP/PI_STUDY=CAIN457A2302/PI_PROJECT=CAIN457A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,Z3,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CAIN457A,CAIN457A2302,Clinical Data,Staged Data,SGICPS,SGICPS,N,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=SGICPS/PI_STUDY=CAIN457A2302/PI_PROJECT=CAIN457A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,Z1,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CAIN457A,CAIN457A2302,Clinical Data,Staged Data,Y1DMC,Y1DMC,Y,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,,,Y,SAS,3,N
CAIN457A,CAIN457A2302,Clinical Data,Staged Data,Y1DUMMY,Y1DUMMY,N,$PROCESSTYPES$STAGINGWOAUDIT,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,CAIN457A2302,LSH Specialist,,,Y,SAS,3,N
CLCZ696A,CLCZ696A2120,Clinical Data,Staged Data,LB,LB,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696A2120,LSH Specialist,CLCZ696A2120,LSH Specialist,CLCZ696A2120,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=LB/PI_STUDY=CLCZ696A2120/PI_PROJECT=CLCZ696A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,LB,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696A,CLCZ696A2120,Clinical Data,Staged Data,UST,UST,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696A2120,LSH Specialist,CLCZ696A2120,LSH Specialist,CLCZ696A2120,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=UST/PI_STUDY=CLCZ696A2120/PI_PROJECT=CLCZ696A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,UST,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696A,CLCZ696A2316,Clinical Data,Staged Data,Y1,Y1,Y,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696A2316,LSH Specialist,CLCZ696A2316,LSH Specialist,CLCZ696A2316,LSH Specialist,,,Y,SAS,3,N
CLCZ696A,CLCZ696A2316,Clinical Data,Staged Data,Y5,Y5,Y,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696A2316,LSH Specialist,CLCZ696A2316,LSH Specialist,CLCZ696A2316,LSH Specialist,,,Y,SAS,3,N
CLCZ696A,CLCZ696B2114,Clinical Data,Staged Data,LB,LB,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696B2114,LSH Specialist,CLCZ696B2114,LSH Specialist,CLCZ696B2114,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=LB/PI_STUDY=CLCZ696B2114/PI_PROJECT=CLCZ696A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,LB,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696B,CLCZ696B2107,Clinical Data,Staged Data,UST,UST,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696B2107,LSH Specialist,CLCZ696B2107,LSH Specialist,CLCZ696B2107,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=UST/PI_STUDY=CLCZ696B2107/PI_PROJECT=CLCZ696B/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,UST,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696B,CLCZ696B2109,Clinical Data,Staged Data,LB,LB,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696B2109,LSH Specialist,CLCZ696B2109,LSH Specialist,CLCZ696B2109,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=LB/PI_STUDY=CLCZ696B2109/PI_PROJECT=CLCZ696B/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,LB,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696B,CLCZ696B2109,Clinical Data,Staged Data,UST,UST,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696B2109,LSH Specialist,CLCZ696B2109,LSH Specialist,CLCZ696B2109,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=UST/PI_STUDY=CLCZ696B2109/PI_PROJECT=CLCZ696B/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,UST,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCZ696B,CLCZ696B2125,Clinical Data,Staged Data,LB,LB,N,$PROCESSTYPES$STAGINGWOAUDIT,CLCZ696B2125,LSH Specialist,CLCZ696B2125,LSH Specialist,CLCZ696B2125,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=LB/PI_STUDY=CLCZ696B2125/PI_PROJECT=CLCZ696B/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,LB,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CBEZ235D,CBEZ235D2101,Clinical Data,Staged Data,UST,UST,N,$PROCESSTYPES$STAGINGWOAUDIT,CBEZ235D2101,LSH Specialist,CBEZ235D2101,LSH Specialist,CBEZ235D2101,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=UST/PI_STUDY=CBEZ235D2101/PI_PROJECT=CBEZ235D/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,UST,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CBKM120F,CBKM120F2302,Clinical Data,Staged Data,ZRC,ZRC,N,$PROCESSTYPES$STAGINGWOAUDIT,CBKM120F2302,LSH Specialist,CBKM120F2302,LSH Specialist,CBKM120F2302,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=ZRC/PI_STUDY=CBKM120F2302/PI_PROJECT=CBKM120F/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,ZR,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CLCQ908B,CLCQ908B2302,Clinical Data,Staged Data,Y1,Y1,Y,$PROCESSTYPES$STAGINGWOAUDIT,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,,,Y,SAS,3,N
CLCQ908B,CLCQ908B2302,Clinical Data,Staged Data,Y5,Y5,Y,$PROCESSTYPES$STAGINGWOAUDIT,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,,,Y,SAS,3,N
CLCQ908B,CLCQ908B2302,Clinical Data,Staged Data,Y6,Y6,Y,$PROCESSTYPES$STAGINGWOAUDIT,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,CLCQ908B2302,LSH Specialist,,,Y,SAS,3,N
CLDE225A,CLDE225A2201,Clinical Data,Staged Data,PH,PH,N,$PROCESSTYPES$STAGINGWOAUDIT,CLDE225A2201,LSH Specialist,CLDE225A2201,LSH Specialist,CLDE225A2201,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=PH/PI_STUDY=CLDE225A2201/PI_PROJECT=CLDE225A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,PH,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CQVA149A,CQVA149A2336,Clinical Data,Staged Data,Y1,Y1,Y,$PROCESSTYPES$STAGINGWOAUDIT,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,,,Y,SAS,3,N
CQVA149A,CQVA149A2336,Clinical Data,Staged Data,Y5,Y5,Y,$PROCESSTYPES$STAGINGWOAUDIT,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,,,Y,SAS,3,N
CQVA149A,CQVA149A2336,Clinical Data,Staged Data,Y6,Y6,Y,$PROCESSTYPES$STAGINGWOAUDIT,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,CQVA149A2336,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2318,Clinical Data,Staged Data,Y5,Y5,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2318,Clinical Data,Staged Data,Y6,Y6,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2318,Clinical Data,Staged Data,Y1,Y1,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,CNVA237A2318,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2319,Clinical Data,Staged Data,Y5,Y5,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2319,Clinical Data,Staged Data,Y6,Y6,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,,,Y,SAS,3,N
CNVA237A,CNVA237A2319,Clinical Data,Staged Data,Y1,Y1,Y,$PROCESSTYPES$STAGINGWOAUDIT,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,CNVA237A2319,LSH Specialist,,,Y,SAS,3,N
CINC280X,CINC280X1101,Clinical Data,Staged Data,BB,BB,N,$PROCESSTYPES$STAGINGWOAUDIT,WDCS,LSH Specialist,WDCS,LSH Specialist,WDCS,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=BB/PI_STUDY=CINC280X1101/PI_PROJECT=CINC280X/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,BB,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CQVA149A,CQVA149A2340,Clinical Data,Staged Data,D1,D1,N,$PROCESSTYPES$STAGINGWOAUDIT,CQVA149A2340,LSH Specialist,CQVA149A2340,LSH Specialist,CQVA149A2340,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=D1/PI_STUDY=CQVA149A2340/PI_PROJECT=CQVA149A/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,D1,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
CINC280X,CINC280X1101,Clinical Data,Staged Data,BC,BC,N,$PROCESSTYPES$STAGINGWOAUDIT,WDCS,LSH Specialist,WDCS,LSH Specialist,WDCS,LSH Specialist,Global R2.2/3rd Party Automation/3rd Party Automation/WF_3rdParty_Setup/EXEC_3RDPARTY_SETUP,"PI_ENV=PROD/PI_FILE_TYPE=BC/PI_STUDY=CINC280X1101/PI_PROJECT=CINC280X/PI_SETUP_TYPE=Blinding/PI_EXEC_MODE=Dummy/PI_NEXT_WF_PARAM=PI_DATA_TYPE,BC,PI_LOG_TABLE,VAL_ERROR_LOG,PI_PATIENT_NUM_COL,PATIENT,PI_STUDY_COL,STUDY,PI_VISIT_NUM_COL,CPEVENT,PI_LOAD_MODE,INCREMENTAL,PI_DEBUG_FLAG,N,PI_LAB_TEST_COL,CLPARM,PI_LAB_NAME_COL,CLABID",Y,OC,3,N
